track_id,duration,name,popularity,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,album_id,album_name,release_date,artist_id,artist_name
5Ryu0SlsYjKh78RkJUONFr,170858,Flex Up (feat. Future & Playboi Carti),67,0.829,0.667,-5.366,0.166,0.000523,0.000521,0.048,0.545,160.082,6ufaA5YvSGK3E9KnRFYvvo,Lil Boat 3.5,2020-11-27,6icQOAFXDZKsumw3YXyusw,Lil Yachty
40yJGQyEaBbIkXpwMFkXip,243269,One Night,66,0.764,0.475,-12.618,0.114,0.345,0.0,0.14,0.34,129.974,4bJqW1SBOvsfcEzZwsjdjx,Lil Boat,2016-07-05,6icQOAFXDZKsumw3YXyusw,Lil Yachty
5C711WUHreaN3l2XMs4znz,164571,Lost All My Feelings,62,0.846,0.511,-7.446,0.37,0.63,0.00124,0.112,0.506,139.988,02alvopUhHLiySIOSnL5HJ,Lost All My Feelings,2023-05-16,7GuUYiGZOzQwq4L6gAfy1T,SahBabii
6EG0w98d2S1u1copDAHDqP,135748,Gates to the Sun (POLLEN Singles),57,0.717,0.459,-11.101,0.236,0.386,0.0123,0.143,0.373,143.948,6SaeE8lgGxlOafd4yZFYs8,Gates to the Sun (POLLEN Singles),2020-09-16,7GuUYiGZOzQwq4L6gAfy1T,SahBabii
0Z1CgKoZXoQYRiqyXhq9LV,172954,Squidrific,56,0.746,0.358,-8.072,0.134,0.355,0.00071,0.0813,0.233,74.023,0YksPVYor2eHo7ILCTAxJs,Squidtastic,2018-08-29,7GuUYiGZOzQwq4L6gAfy1T,SahBabii
1L0M8Uj3aI6IQQNi6Nghvn,228906,Pull Up Wit Ah Stick (feat. Loso Loaded),48,0.752,0.619,-8.156,0.0864,0.085,0.0,0.107,0.386,80.517,33fqwRNqon25UnvkOgVcCC,S.A.N.D.A.S.,2017-06-09,7GuUYiGZOzQwq4L6gAfy1T,SahBabii
2TejlCehrz1b4ZNplxnihd,140800,Switch,50,0.843,0.494,-6.702,0.188,0.0876,0.0,0.123,0.519,149.984,6eUW9NcuSDGITokLjqGZJE,Do It For Demon,2021-10-27,7GuUYiGZOzQwq4L6gAfy1T,SahBabii
1FGx3ikPF22FtUYWMzsZ82,192746,Purple Ape (feat. 4orever),50,0.729,0.541,-10.205,0.129,0.203,2.88e-05,0.196,0.384,134.996,33fqwRNqon25UnvkOgVcCC,S.A.N.D.A.S.,2017-06-09,7GuUYiGZOzQwq4L6gAfy1T,SahBabii
77MhMKDCBu2XNs1Dzu2AK6,194361,Anime World,49,0.738,0.489,-8.911,0.135,0.342,3.12e-06,0.488,0.422,81.049,0YksPVYor2eHo7ILCTAxJs,Squidtastic,2018-08-29,7GuUYiGZOzQwq4L6gAfy1T,SahBabii
58zV1fJcsitH2BZVotMd2A,151155,Ready to Eat,49,0.782,0.514,-9.914,0.247,0.271,3.9e-06,0.0949,0.521,117.865,1oETzMX4n5eWGZhrBbjNgw,Barnacles,2020-07-08,7GuUYiGZOzQwq4L6gAfy1T,SahBabii
24W9LlHIfhALtn33zBnnQr,157663,Outstanding (feat. 21 Savage),46,0.795,0.59,-6.186,0.169,0.341,7e-05,0.097,0.354,151.059,0mCHJHcYACJZKmRmUMkoOi,Outstanding (feat. 21 Savage),2018-04-20,7GuUYiGZOzQwq4L6gAfy1T,SahBabii
2N60WF6VFmogY1jbbGNZ9G,205766,One and Done,45,0.646,0.586,-7.69,0.0455,0.139,0.0,0.146,0.187,140.007,78ZIwVQBzYdrUN9dpvr3cn,LeakOut,2022-12-27,7GuUYiGZOzQwq4L6gAfy1T,SahBabii
4jTiyLlOJVJj3mCr7yfPQD,206306,This Could Be Us,80,0.732,0.69,-4.992,0.134,0.291,0.0,0.116,0.758,143.072,6eDx949ONWDCN0O22wFZf7,SremmLife,2015-01-06,7iZtZyCzp3LItcw1wtPI3D,Rae Sremmurd
6mapJIPnQ23RTAevUoE0DL,208120,Swang,77,0.681,0.314,-9.319,0.0581,0.2,9.82e-06,0.1,0.166,139.992,5v6iBhIlflzR9rEd1LAMbd,SremmLife 2 (Deluxe),2016-08-12,7iZtZyCzp3LItcw1wtPI3D,Rae Sremmurd
6fujklziTHa8uoM5OQSfIo,291893,Black Beatles,76,0.794,0.632,-6.163,0.0649,0.142,0.0,0.128,0.355,145.926,5v6iBhIlflzR9rEd1LAMbd,SremmLife 2 (Deluxe),2016-08-12,7iZtZyCzp3LItcw1wtPI3D,Rae Sremmurd
1Ser4X0TKttOvo8bgdytTP,212946,Come Get Her,76,0.689,0.564,-6.226,0.136,0.187,0.0,0.0721,0.123,185.023,6eDx949ONWDCN0O22wFZf7,SremmLife,2015-01-06,7iZtZyCzp3LItcw1wtPI3D,Rae Sremmurd
4qZLvqy5Wg4sgQ9gKusb1B,198904,Not So Bad (Leans Gone Cold),74,0.76,0.431,-9.122,0.0783,0.168,0.0,0.102,0.363,145.992,4tFqnaGkCBUjraLUw07Q67,Sremm 4 Life,2023-04-07,7iZtZyCzp3LItcw1wtPI3D,Rae Sremmurd
4scpF6J5uMBvoh6sFB7EL1,200080,No Type,74,0.891,0.486,-7.803,0.159,0.0158,3.78e-06,0.0925,0.239,125.01,6eDx949ONWDCN0O22wFZf7,SremmLife,2015-01-06,7iZtZyCzp3LItcw1wtPI3D,Rae Sremmurd
4tiKQGqkoVmvshWNFDvFxG,180000,Mississippi Slide,67,0.845,0.729,-6.076,0.134,0.0956,0.0,0.116,0.299,159.958,4tFqnaGkCBUjraLUw07Q67,Sremm 4 Life,2023-04-07,7iZtZyCzp3LItcw1wtPI3D,Rae Sremmurd
1BuZAIO8WZpavWVbbq3Lci,332300,Powerglide (feat. Juicy J) - From SR3MM,67,0.713,0.831,-4.75,0.15,0.0168,0.0,0.118,0.584,173.948,4vLYreWxd2ptOAzPwTyBI3,SR3MM,2018-05-04,7iZtZyCzp3LItcw1wtPI3D,Rae Sremmurd
0eeeK1ar71WxdsTKydG9yz,166875,Tanisha (Pump That),65,0.952,0.567,-7.067,0.24,0.203,6.75e-05,0.145,0.668,128.047,4tFqnaGkCBUjraLUw07Q67,Sremm 4 Life,2023-04-07,7iZtZyCzp3LItcw1wtPI3D,Rae Sremmurd
0TCnOEVeLQMXOUrpPlM7uY,256341,Guatemala - From Swaecation,66,0.849,0.699,-5.193,0.0574,0.185,0.00118,0.0954,0.0778,100.989,4vLYreWxd2ptOAzPwTyBI3,SR3MM,2018-05-04,7iZtZyCzp3LItcw1wtPI3D,Rae Sremmurd
0Pz4zmRfZjAwK9nIP52s9e,129914,Not One of Dem,55,0.744,0.507,-10.813,0.255,0.00322,8.19e-05,0.112,0.315,76.974,41Llenxqo1pplBtCTiQZTv,Limbus 3,2022-09-30,0bZ9jANLkwEFVcSnHnwrpb,UnoTheActivist
6gzEKpPDrMetHz0EVeo37I,151578,Slave,54,0.511,0.779,-7.416,0.0416,0.00176,0.0,0.386,0.309,152.304,41Llenxqo1pplBtCTiQZTv,Limbus 3,2022-09-30,0bZ9jANLkwEFVcSnHnwrpb,UnoTheActivist
6OtJ8Jjjqv6rI2sEbJWD02,173333,Astral Plane (High As Me),52,0.709,0.541,-7.689,0.0478,0.075,0.0,0.276,0.167,81.98,189KwM8kcvIxFaV2xRjgkE,Unoverse 3,2021-10-29,0bZ9jANLkwEFVcSnHnwrpb,UnoTheActivist
5bNrUcuk5gjy6Ko2dbfWhZ,217211,Today,50,0.639,0.608,-7.775,0.0379,0.0624,1.02e-05,0.311,0.182,141.927,55XA1uIQSqmlTBkVVx6ptz,A Love Letter To You 2,2017-10-06,0bZ9jANLkwEFVcSnHnwrpb,Trippie Redd
4KT2zfyEehqqqJq4iIC3GW,157025,Devil On Yo Right Shoulder,48,0.743,0.502,-8.882,0.12,0.155,0.0,0.12,0.303,159.021,18S64riWdQ8A10zWfrWM5T,8,2020-07-10,0bZ9jANLkwEFVcSnHnwrpb,UnoTheActivist
7AsGB0lHuuPf07kiQURb8M,199000,Paper,47,0.775,0.607,-6.011,0.0519,0.0692,0.00178,0.107,0.281,157.968,3Y64kUPdUy17zHslmhYniR,Might Not Make It,2020-10-16,0bZ9jANLkwEFVcSnHnwrpb,UnoTheActivist
1C1TPX3mT0z3nZGmOmBDjX,105300,Time To Live,45,0.597,0.481,-10.423,0.138,0.00111,2.64e-05,0.379,0.528,162.836,189KwM8kcvIxFaV2xRjgkE,Unoverse 3,2021-10-29,0bZ9jANLkwEFVcSnHnwrpb,UnoTheActivist
2AjDNRXYz7GFLRPPHIAWmv,203700,Cap to Me,45,0.672,0.414,-10.535,0.09,0.00303,0.0,0.261,0.168,133.99,189KwM8kcvIxFaV2xRjgkE,Unoverse 3,2021-10-29,0bZ9jANLkwEFVcSnHnwrpb,UnoTheActivist
1QlYeIfIlj2PI9mKN9gElX,135800,Pure,44,0.767,0.466,-12.771,0.224,0.107,0.0,0.144,0.44,113.392,18S64riWdQ8A10zWfrWM5T,8,2020-07-10,0bZ9jANLkwEFVcSnHnwrpb,UnoTheActivist
7Ao6qMazg5PsvhiKtPXIyG,139400,Repent (Next Move),44,0.471,0.743,-6.731,0.345,0.033,0.00157,0.656,0.488,159.467,189KwM8kcvIxFaV2xRjgkE,Unoverse 3,2021-10-29,0bZ9jANLkwEFVcSnHnwrpb,UnoTheActivist
1lAJUXyP5S2dUYHer1xBas,299970,Drunk And Nasty (feat. Sharc),73,0.779,0.487,-8.642,0.165,0.28,0.0,0.166,0.0915,127.049,2i5NyX1puwpGt7tmaP5sEg,The Life Of Pi'erre 5,2021-06-11,3x3jSlhyv5CiCZDZlaTq0M,Pi’erre Bourne
09hbZ8vF8YmlVQq55Ai1Ay,190097,Switching Lanes (feat. Playboi Carti),63,0.458,0.506,-9.596,0.2,0.408,0.0,0.347,0.736,163.028,2i5NyX1puwpGt7tmaP5sEg,The Life Of Pi'erre 5,2021-06-11,3x3jSlhyv5CiCZDZlaTq0M,Pi’erre Bourne
4sylKPWeCdJnAvZdflt0y5,182320,Sunflower Seeds,62,0.927,0.486,-7.236,0.309,0.318,1.72e-05,0.0973,0.353,136.966,2jLwYNAND8VQYD3YFhtujW,Sli'merre,2019-05-08,3x3jSlhyv5CiCZDZlaTq0M,Young Nudy
4k95J448xydiVtD4PXMvpY,183107,Poof,60,0.804,0.506,-8.413,0.261,0.0506,1.26e-06,0.134,0.611,81.451,0agALBMd2a8cnpbpukTg03,The Life Of Pi'erre 4,2019-06-21,3x3jSlhyv5CiCZDZlaTq0M,Pi’erre Bourne
0jvl8JNF7NOUnmYcRD9RSm,188465,IG,53,0.559,0.645,-6.452,0.0386,0.0606,0.0,0.268,0.572,163.033,0k3SQoikUmoeJYd6yxZlSt,Grails,2023-04-14,3x3jSlhyv5CiCZDZlaTq0M,Pi’erre Bourne
68uH8XcqOKmft5AvyeUGYM,170801,Honeyberry 2,52,0.499,0.415,-7.784,0.0379,0.00109,0.000164,0.335,0.0821,81.524,0k3SQoikUmoeJYd6yxZlSt,Grails,2023-04-14,3x3jSlhyv5CiCZDZlaTq0M,Pi’erre Bourne
7491l7CnemDkYH0jsoLvYr,179890,Guillotine,55,0.703,0.463,-6.939,0.0528,0.0132,0.0,0.348,0.234,162.924,0agALBMd2a8cnpbpukTg03,The Life Of Pi'erre 4,2019-06-21,3x3jSlhyv5CiCZDZlaTq0M,Pi’erre Bourne
23aigxgRn6cVPxkJF3S5oe,218000,4U,53,0.412,0.482,-10.717,0.106,0.232,0.0061,0.124,0.136,108.793,2i5NyX1puwpGt7tmaP5sEg,The Life Of Pi'erre 5,2021-06-11,3x3jSlhyv5CiCZDZlaTq0M,Pi’erre Bourne
5xyqfAbWfT6kLJ7WbtbQIJ,189865,Lessons,55,0.513,0.622,-6.073,0.0538,0.639,0.0,0.136,0.592,96.577,0k3SQoikUmoeJYd6yxZlSt,Grails,2023-04-14,3x3jSlhyv5CiCZDZlaTq0M,Pi’erre Bourne
2AYqn2SkHqDzF1qM8Wj2nh,174706,Mister (feat. 21 Savage),53,0.767,0.583,-7.92,0.193,0.264,0.0,0.123,0.255,142.957,2jLwYNAND8VQYD3YFhtujW,Sli'merre,2019-05-08,3x3jSlhyv5CiCZDZlaTq0M,Young Nudy
5YEOzOojehCqxGQCcQiyR4,246761,Panda,71,0.576,0.766,-4.943,0.449,0.028,1.68e-06,0.366,0.236,144.833,0cHT4ll3sEPyFFWoFuibMl,New English,2016-06-26,7pFeBzX627ff0VnN6bxPR4,Desiigner
3NJG6vMH1ZsectZkocMEm0,239853,Tiimmy Turner,68,0.603,0.725,-3.054,0.0393,0.174,0.0,0.0786,0.304,122.803,7zf9kyxc3ZhJv79HrjTRir,Tiimmy Turner,2016-07-22,7pFeBzX627ff0VnN6bxPR4,Desiigner
2nBI3iWLhupR7LyAJ5GGkE,334253,Champions,66,0.692,0.774,-2.48,0.0876,0.0623,0.0,0.873,0.349,134.952,1xuSorM2dDIiB5zhftB5NY,Champions,2016-06-10,7pFeBzX627ff0VnN6bxPR4,Kanye West
72etwrPRuhvISzuCc9w81f,136176,PMR (feat. A Boogie wit da Hoodie),61,0.788,0.621,-6.48,0.289,0.163,0.0,0.349,0.565,135.033,64QGA3ueY3dG8RZvmolsgI,PMR (feat. A Boogie wit da Hoodie),2023-03-17,7pFeBzX627ff0VnN6bxPR4,Desiigner
0TGo5ZC5htwJBS9ZY41Uon,226520,Panda,42,0.601,0.695,-5.811,0.394,0.0216,8.64e-06,0.368,0.306,101.566,49MjHFE7hMuwDDasSAcoDY,Class Of '16,2020-04-17,7pFeBzX627ff0VnN6bxPR4,Desiigner
0eoVAYAp4mq7UjT3WW8QMP,150909,Tiimmy Turner 2,60,0.687,0.593,-9.105,0.0975,0.0464,0.00133,0.131,0.306,148.098,6Bgdg8odR8SfvQMZ6lptXQ,Tiimmy Turner 2,2023-05-05,7pFeBzX627ff0VnN6bxPR4,Desiigner
2vwvGMStv1nEuoOTd4xgMu,141613,Tiimmy Turner - Remix,58,0.792,0.451,-6.473,0.101,0.211,0.0,0.12,0.365,122.997,73MJoBiMtICyyMp6hG58OQ,Tiimmy Turner (Remix),2016-10-14,7pFeBzX627ff0VnN6bxPR4,Desiigner
6E39QsoWB7JjphPF9xCQSN,268813,Outlet,56,0.65,0.801,-2.178,0.0694,0.117,0.000231,0.347,0.356,124.123,6zxeL0GqKqGW1rowRUXedZ,Outlet,2017-02-09,7pFeBzX627ff0VnN6bxPR4,Desiigner
0dk2jkqRmomZLdkmNaq228,155363,AMEN,54,0.764,0.518,-7.982,0.184,0.0786,0.0,0.254,0.417,86.948,2ASViAnumlplNrCOF4SXHI,AMEN,2021-01-08,7pFeBzX627ff0VnN6bxPR4,Desiigner
0nHKapDyGEnX6uLz6VZZXz,250170,Jaguar,53,0.853,0.461,-9.266,0.0963,0.027,0.0,0.091,0.33,117.995,2n1yOyunYZ8TVeHkPBFzwd,Jaguar,2022-08-12,7pFeBzX627ff0VnN6bxPR4,Desiigner
3Zcv9IeYgCvEhxFTfsduaQ,180813,Lil Boat,58,0.764,0.672,-4.274,0.0655,0.0166,1.06e-06,0.103,0.594,150.021,1BgPkFMgud3lmEc6enZsjd,88GLAM2,2018-11-16,2I9SLklAOG0vdMiUUMNxRl,88GLAM
4y5tKWeAUcaFE6O8Fa8XsY,185316,Bali,56,0.646,0.503,-7.218,0.0402,0.097,0.0,0.13,0.509,158.027,5FqQFZh4GPzYuEXJCXYd36,88GLAM RELOADED,2018-04-27,2I9SLklAOG0vdMiUUMNxRl,88GLAM
4JRe23RYB0fN3rkYj1Uqm2,195200,12,53,0.747,0.557,-8.971,0.069,0.369,3.53e-05,0.103,0.552,149.965,5FqQFZh4GPzYuEXJCXYd36,88GLAM RELOADED,2018-04-27,2I9SLklAOG0vdMiUUMNxRl,88GLAM
5cu1GORmCYOnjYbDYt9itn,133066,Sagittarius,52,0.825,0.501,-8.694,0.0953,0.329,0.0,0.241,0.564,105.048,0GIU9PZPLFLNAHCt8qMU6x,New Mania,2020-06-26,2I9SLklAOG0vdMiUUMNxRl,88GLAM
4mOPVJGfWXH0wPFA6xeRDz,204615,Kyrie,50,0.714,0.63,-5.69,0.0653,0.332,1.56e-06,0.11,0.366,156.112,5FqQFZh4GPzYuEXJCXYd36,88GLAM RELOADED,2018-04-27,2I9SLklAOG0vdMiUUMNxRl,88GLAM
6Vzs6iGlyb4JTnVX5NAoFk,168493,Purple Baguettes,48,0.699,0.43,-8.641,0.111,0.303,0.0,0.11,0.39,120.025,1BgPkFMgud3lmEc6enZsjd,88GLAM2,2018-11-16,2I9SLklAOG0vdMiUUMNxRl,88GLAM
3OIHvZOKaP6ayfqmjGIC5l,150517,Happy Belated,46,0.594,0.617,-8.1,0.0324,0.0275,1.32e-05,0.124,0.558,75.032,1MkdKYy2Kdd0YAI9K9AxH6,Close To Heaven Far From God,2022-08-26,2I9SLklAOG0vdMiUUMNxRl,88GLAM
1gR8SPZg0pDh2F0Ridi3e1,198800,It's A Flex (feat. NAV),47,0.799,0.554,-6.85,0.0922,0.153,0.0,0.198,0.533,150.051,1BgPkFMgud3lmEc6enZsjd,88GLAM2,2018-11-16,2I9SLklAOG0vdMiUUMNxRl,88GLAM
3ZOwmSmQKX4vTK4N6e2GsW,211862,Cake,46,0.775,0.539,-4.303,0.0881,0.372,8.11e-06,0.225,0.624,144.966,5FqQFZh4GPzYuEXJCXYd36,88GLAM RELOADED,2018-04-27,2I9SLklAOG0vdMiUUMNxRl,88GLAM
4qJKFz5AH7O1HBfVIDSMD8,162453,Kawasaki,46,0.745,0.527,-8.188,0.0452,0.402,1.07e-05,0.325,0.232,77.02,1BgPkFMgud3lmEc6enZsjd,88GLAM2,2018-11-16,2I9SLklAOG0vdMiUUMNxRl,88GLAM
50UkypyQJbSQLaXHke5Yep,180493,There It Go (The Whistle Song),62,0.942,0.892,-6.363,0.196,0.023,0.000897,0.264,0.595,100.007,1UnAHcFabsZQnZbPQRuwq8,What The Game's Been Missing!,2005-01-01,6Uh8uJyN9g7oFjDK16nJgb,Juelz Santana
3eY3wZJPHwVtD4TM518Ov6,181333,Oh Yes,49,0.756,0.777,-5.1,0.233,0.21,0.0,0.329,0.654,147.865,1UnAHcFabsZQnZbPQRuwq8,What The Game's Been Missing!,2005-01-01,6Uh8uJyN9g7oFjDK16nJgb,Juelz Santana
6dryxLhgEJwiWYt5cDVPEa,258368,Bloody Mary,49,0.775,0.793,-4.443,0.341,0.0922,0.0,0.181,0.35,116.44,51h6F8RFtjDv7KiZwixMHc,#FREESANTANA,2020-03-03,6Uh8uJyN9g7oFjDK16nJgb,Juelz Santana
55EFKSD0o01W1QrvJO6uZl,261433,Back To The Crib - Bonus,40,0.43,0.794,-4.765,0.369,0.0224,0.0,0.187,0.589,189.947,2tTJvkLxsZPadJXfrS3LDP,"Dipset Mania, Vol. 7",2010-01-08,6Uh8uJyN9g7oFjDK16nJgb,Chris Brown
52ww8AmaQjM5jFOnWLXild,240611,Time Ticking,46,0.563,0.885,-3.183,0.278,0.12,1.19e-05,0.441,0.364,88.586,0Wk4gFoXiig2Aqnb0XRFxT,Time Ticking - Single,2016-12-06,6Uh8uJyN9g7oFjDK16nJgb,Juelz Santana
0xBp653LGFv2kW4p4bcrZJ,218800,Dipset (Santana's Town),45,0.582,0.739,-6.197,0.349,0.0178,0.0,0.306,0.357,79.977,6pHsHaI4pDb995jzl1J5z1,From Me To U,2003-01-01,6Uh8uJyN9g7oFjDK16nJgb,Juelz Santana
2Qi9s58kgfEinCNnTtGez0,249846,23 & 1,45,0.764,0.661,-7.272,0.219,0.227,0.0,0.323,0.461,97.964,1afZJaCrStEVMpeTdHdGXD,23 & 1,2020-02-18,6Uh8uJyN9g7oFjDK16nJgb,Juelz Santana
4fcZdx06axmBe9ho6Vkqqf,164545,Your Girl - Diplomat Remix,31,0.6,0.884,-4.979,0.381,0.116,0.0,0.406,0.576,164.641,34SaS54TWqY1GHRj5SByLt,Your Girl - EP,2006-04-10,6Uh8uJyN9g7oFjDK16nJgb,Mariah Carey
5ih6WJ8hinfleZoPWrdEAl,154866,Rumble Young Man Rumble,40,0.533,0.873,-2.002,0.299,0.0408,0.0,0.334,0.594,127.318,1UnAHcFabsZQnZbPQRuwq8,What The Game's Been Missing!,2005-01-01,6Uh8uJyN9g7oFjDK16nJgb,Juelz Santana
5YNvWqa6zg1i2OLIugo9GA,233866,Lil' Boy Fresh,36,0.465,0.92,-3.666,0.439,0.34,0.0,0.401,0.681,82.037,1UnAHcFabsZQnZbPQRuwq8,What The Game's Been Missing!,2005-01-01,6Uh8uJyN9g7oFjDK16nJgb,Juelz Santana
1BLz7nBzRElSPfg3ndJkHz,233840,Get Throwed,55,0.704,0.803,-4.77,0.351,0.165,0.0,0.54,0.529,124.087,5wLh7wfNzSjV0hEtVTwNUw,Trill,2005,45a6gCQWq61lIUDmr1tKuO,Bun B
6GzDq5EH6Ful3TWQnXTvN9,215210,Ayo (feat. Bun B & Lil Keke),52,0.582,0.864,-4.395,0.296,0.265,1.5e-05,0.354,0.558,142.746,57T1flhMpfjP4T4yW38qW0,College Park,2023-02-24,45a6gCQWq61lIUDmr1tKuO,Logic
2s9NvnrAU9WahyWRa0Ou9m,267520,Give Me That,48,0.62,0.782,-6.034,0.363,0.00687,0.0,0.319,0.54,156.109,6ZzdLknUVYRVZIznVnPfRT,Gangsta Musik,2005-05-17,45a6gCQWq61lIUDmr1tKuO,Boosie Badazz
1QWxMx1hr8mInMWTRyWkBh,289296,Bag (feat. Bun B & Paul Wall),42,0.947,0.449,-9.154,0.152,0.24,2.54e-05,0.11,0.373,121.968,055GMOThUPBORioIlYcFya,Bag (feat. Bun B & Paul Wall),2022-12-14,45a6gCQWq61lIUDmr1tKuO,Chris Webby
7J15MNiXIO71uW1cNjh3Jh,154096,Underground Legends,40,0.369,0.718,-5.083,0.0479,0.0106,0.0,0.312,0.71,87.03,1VvrBqbxNSWAQyNGKNdnqV,Nothing Bigger Than The Program,2023-05-26,45a6gCQWq61lIUDmr1tKuO,Jay Worthy
4IxQS45xVSd2BtULT8Xu0M,276640,You're Everything,45,0.474,0.663,-6.196,0.129,0.0195,0.0,0.544,0.141,88.064,5p5buxHThlH8TE87SgTTrc,Ii Trill (Amended),2008,45a6gCQWq61lIUDmr1tKuO,Bun B
4oJYNhYWONVv8wh78LZmd2,256079,Draped Up,42,0.781,0.665,-3.487,0.287,0.0194,0.0,0.387,0.519,74.918,5wLh7wfNzSjV0hEtVTwNUw,Trill,2005,45a6gCQWq61lIUDmr1tKuO,Bun B
1DlA4yTWado4OctIS9TUWL,278586,"You're Everything (feat. Rick Ross, David Banner, 8-Ball & MJG)",42,0.532,0.754,-3.954,0.126,0.0271,0.0,0.0985,0.198,131.978,62ViM94oAMy2YDF1V1c0A7,Bun B Greatest Hits,2018-09-28,45a6gCQWq61lIUDmr1tKuO,Bun B
6PNc0wHX2rN2YE1LCRhw2T,241606,Bang Out,40,0.738,0.813,-4.804,0.329,0.0543,0.0,0.118,0.677,102.196,68Tvvsq0lGWwPzQdjBtfhk,Bang Out,2023-06-02,45a6gCQWq61lIUDmr1tKuO,Grafh
0JyMIJYiS18147AQSac7BW,281906,Pushin,40,0.705,0.802,-3.634,0.356,0.0046,0.0,0.283,0.555,77.904,5wLh7wfNzSjV0hEtVTwNUw,Trill,2005,45a6gCQWq61lIUDmr1tKuO,Bun B
08sGdsH6mRWfgEMzE9NIFl,238394,Stay Fly,36,0.788,0.863,-5.911,0.0333,0.108,0.0,0.327,0.649,133.309,28tOwcl1UZgfIeAhj9semD,"Greatest Hits, Vol. 1",2017-12-01,4pr7J7wzgObkE3DD3Izi7q,Young Buck
2OevaXsAnR718TQxqTY9yb,235755,I'm The Man (feat. Sonny Digital),44,0.789,0.463,-7.385,0.159,0.32,0.0,0.0956,0.261,97.975,34IArbyPZ3ZHtFETOmsqL7,The Kanan Tape,2016-01-22,4pr7J7wzgObkE3DD3Izi7q,Lloyd Banks
26qzMMOzKtqYkMMFrtlJe6,265000,Wanna Get To Know You,32,0.721,0.82,-3.622,0.0914,0.0991,0.0,0.107,0.88,83.941,28tOwcl1UZgfIeAhj9semD,"Greatest Hits, Vol. 1",2017-12-01,4pr7J7wzgObkE3DD3Izi7q,Young Buck
0Yks3R52pwU3DzIkLiyPAO,236346,I'll Whip Ya Head Boy,29,0.46,0.795,-4.012,0.211,0.145,0.0,0.205,0.611,158.526,28tOwcl1UZgfIeAhj9semD,"Greatest Hits, Vol. 1",2017-12-01,4pr7J7wzgObkE3DD3Izi7q,Young Buck
35CBBr4w1Lpcw598rM7Fs6,232187,Stunt 101,28,0.721,0.776,-1.457,0.378,0.164,0.0,0.0692,0.569,95.873,28tOwcl1UZgfIeAhj9semD,"Greatest Hits, Vol. 1",2017-12-01,4pr7J7wzgObkE3DD3Izi7q,Young Buck
24tp6mtoMwv9DCLVsDhl5Z,176453,Too Rich For The B*tch,42,0.85,0.423,-7.819,0.171,0.266,0.0,0.0808,0.358,128.008,34IArbyPZ3ZHtFETOmsqL7,The Kanan Tape,2016-01-22,4pr7J7wzgObkE3DD3Izi7q,Lloyd Banks
6Y9kdB2O0h9gq9y2vclsWT,261320,Shorty Wanna Ride,58,0.582,0.621,-6.183,0.283,0.00317,0.0,0.111,0.331,179.458,1E5TJXITJtczbSYmYR9LuQ,Straight Outta Cashville,2004-01-01,4pr7J7wzgObkE3DD3Izi7q,Young Buck
6YTp4sUEi3oWNToQvOjke6,233706,Money in the Bank (feat. Young Buck) - Remix,53,0.88,0.693,-5.201,0.332,0.0599,0.0,0.248,0.767,75.603,3pdW7R9HvpOwSAm9lAeIOZ,Bred 2 Die Born 2 Live (Explicit Version),2006,4pr7J7wzgObkE3DD3Izi7q,Lil Scrappy
2v89G6dKQHB3LiV1Ej1vfX,254493,Get Buck,53,0.797,0.667,-6.095,0.158,0.545,0.0,0.0357,0.621,76.51,5Rf9U1Q4Py0aW944hZqlzZ,Buck The World,2006-01-01,4pr7J7wzgObkE3DD3Izi7q,Young Buck
6mc8scXHGQnwRSJcMX8Nv5,232620,I Like The Way She Do It,21,0.504,0.793,-5.696,0.306,0.0091,0.0,0.313,0.273,91.422,28tOwcl1UZgfIeAhj9semD,"Greatest Hits, Vol. 1",2017-12-01,4pr7J7wzgObkE3DD3Izi7q,Young Buck
3rvM0obwHthpskrZKQxYLa,249040,Dipset Anthem,57,0.699,0.696,-5.745,0.191,0.103,0.0,0.211,0.428,83.596,4AB5weCwrj4BOAYXRsAixk,Diplomatic Immunity,2003-03-25,0P8YNJXX7QeQ8iZIUCXJgi,The Diplomats
1Z5kIJ1ZKzVFSJXG1Y5zFb,281573,I'm Ready,49,0.368,0.909,-2.695,0.235,0.0242,0.0,0.337,0.627,166.645,4AB5weCwrj4BOAYXRsAixk,Diplomatic Immunity,2003-03-25,0P8YNJXX7QeQ8iZIUCXJgi,The Diplomats
1IQPLs3r6lt4iNrQzAhnWs,262026,I Really Mean It - Skit 1,48,0.576,0.726,-4.409,0.2,0.0236,0.000161,0.678,0.82,81.022,4AB5weCwrj4BOAYXRsAixk,Diplomatic Immunity,2003-03-25,0P8YNJXX7QeQ8iZIUCXJgi,The Diplomats
6UyI6iKB6UoVehiKNeIyRz,259440,Who I Am,47,0.648,0.683,-5.96,0.326,0.228,0.0,0.81,0.583,82.126,4AB5weCwrj4BOAYXRsAixk,Diplomatic Immunity,2003-03-25,0P8YNJXX7QeQ8iZIUCXJgi,The Diplomats
3uuGKBDIGMGhqQRjyhAmKW,226533,Real Ni***s,46,0.674,0.737,-5.382,0.321,0.132,3.94e-06,0.14,0.646,74.672,4AB5weCwrj4BOAYXRsAixk,Diplomatic Immunity,2003-03-25,0P8YNJXX7QeQ8iZIUCXJgi,The Diplomats
